overview,name
"The absurd adventures of two defective detectives, who - despite unbelievable incompetence - somehow manage to solve their cases (or be nearby when the cases are solved) and retain their jobs.",The Detectives
"El Chavo Animado is a Mexican animated series based on a live-action TV series of the same name, created by Roberto Gómez Bolaños.",El Chavo: The Animated Series
"Tremé takes its name from a neighborhood of New Orleans and portrays life in the aftermath of the 2005 hurricane. Beginning three months after Hurricane Katrina, the residents of New Orleans, including musicians, chefs, Mardi Gras Indians, and other New Orleanians struggle to rebuild their lives, their homes and their unique culture.",Treme
"A sitcom about three divorced men sharing an apartment across the hall from their female divorce attorney, who is also their landlord.",The Exes
"Gong Joon-soo is a man who's had a rough life and early on had to fend for himself. He takes the blame for a murder his younger sibling commits and serves time in prison. There he learns to sew and acquires a trade. With his newly acquired skills, Joon-soo goes to work for Na Do-hee at a fashion company. Do-hee has inherited her job because her grandfather built the company. But even though she inherited her position, she is serious about doing a good job and is something of a workaholic.",Ugly Alert
"When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.",Unauthorized Living
"A global cataclysm, caused by a fatal accident in Geneva (Switzerland) during the implementation of the particle accelerator will lead to the crew and students of the school-ship Polar Star to live the greatest adventure of their lives. Isolated and aware that we only have each other, the ship will become their only home.",The Boat
A protection officer and an MI6 operative team up after a terrorist attack. They suspect a mole as they race to thwart a larger conspiracy threatening Paris.,Paris Has Fallen
"Never the Twain is a British sitcom that ran for eleven series from 7 September 1981 to 9 October 1991. It was created by Johnnie Mortimer, and was the only sitcom he ever created without his usual writing partner, Brian Cooke. Mortimer wrote the entirety of the first two series and four episodes out of six of the eighth, with the rest being mainly written by Vince Powell and John Kane.

It starred Windsor Davies and Donald Sinden as rival antique dealers, and also starred Derek Deadman, Zara Nutley, Robin Kermode, Tacy Kneale, Julia Watson, Honor Blackman, Teddy Turner and Maria Charles.

The title is taken from the Rudyard Kipling poem; The Ballad of East and West.",Never the Twain
"In ancient times, humans, gods, and demons lived together, and the three kingdoms of Shennong, Xuanyuan, and Gaoxin stood together. Jiuyao (Xiaoyao) has gone through a hundred years of suffering, losing not only her identity but also her appearance. She settles down in Qingshui Town, becoming Wen Xiaoliu.",Lost You Forever
The story takes place at the beginning of the 19th century. Goo Hae-Ryung is a historian who tries to fight gender stereotypes as her work is often looked down on. She meets Prince Yi Rim.,Rookie Historian Goo Hae-Ryung
"Cha Cha is a cute little girl who is training to be a good magician. She was raised by her teacher Seravi, who is considered the world's greatest magician. Cha Cha almost always gets strange or disastrous results whenever she uses her magic, so she practices a lot. Cha Cha then embarks on a quest with her friends to find out about her real identity and her real family.",Lil' Red Riding Hood Cha-Cha
"Shen Wan, the daughter of the minister of Dali Temple, relied on her superb medical and forensic skills to join hands with Prince Yan Chi to solve unsolved cases and find the real culprit in order to vindicate her father.",Coroner's Diary
South Korean anthology series featuring one-act dramas selected from the O'PEN Drama Storyteller Exhibition.,Drama Stage
"A young priest and professor of theology upsets a small town upon his arrival. Apart from charm, however, it also hides secrets. No one knows the real reason it is there. And no one can predict, least of all himself, that the young daughter of the most powerful man in the area will prove to be his greatest test.",Agios Erotas
"Twins genies, Shimmer and Shine, grant their human friend Leah three wishes every day - unintentional chaos follows.",Shimmer and Shine
"Mula sa Puso is a Filipino television series originally aired by ABS-CBN from March 10, 1997 to April 9, 1999. Claudine Barretto, Rico Yan, and Diether Ocampo played the roles of the main protagonists in the series. It was re-aired in 2008 through Studio 23 and Kapamilya Channel, which are both ABS-CBN subsidiaries. A 2011 remake, starring Lauren Young, JM De Guzman and Enrique Gil, aired on ABS-CBN from March 28, 2011 to August 12, 2011.

The show also gave critical acclaim to director Wenn V. Deramas as his first prime time soap project and as a director and gave character actress Princess Punzalan critical acclaim for her character and antagonist as the phenomenal Selina Perriera-Matias which was also reincarnated again for the television remake by award-winning soap actress Eula Valdez. It was also known for being the most competitive soap, tied with Esperanza, which also ran from 1997 to 1999 and also spanned a film and a soundtrack entitled ""Mula Sa Puso ni Esperanza"" the TV series had various crossovers with prime time dramas such as Esperanza and the short-lived Mini series Sa Sandaling Kailangan Mo Ako.",Mula Sa Puso
"Famous for his dark humour, one liners and THAT laugh, Jimmy Carr challenges 10 of Britain’s funniest comics to spend the day together without so much as cracking a smile. The 10 comics use every ounce of their comedic talents to try and break their opponents without cracking up themselves.",LOL: Last One Laughing UK
The story of Indian warrior Porus and his life especially the Battle of the Hydaspes with the Great Alexander.,Porus
"Jang Sae-byuk is a cheerful and grateful orphan who always tries her best. She dreams of one day becoming an interior designer, despite her lack of education and money. Because of an accident that happened before the story starts (about three years ago), she loses her sight and undergoes corneal transplant surgery. Different events unravel when she encounters the Kim family, who has lost a daughter in a horrible car crash, unbeknownst to everyone besides the father and older brother. The stories then intertwine when Sae-byuk meets the Kim's extended family and the son of a big interior design company, Lohas, in Korea.",You are My Destiny
"Jay-jay, the only girl in the mischievous Section E, hopes for a fresh start in high school but quickly becomes the target of her rowdy male classmates' pranks and schemes to make her leave. Dubbed their ""Mutya"", she fights back with wit and charm, turning the tables on her tormentors. Amidst the chaos, unexpected friendships blossom, and hilarious misunderstandings lead to heart-fluttering moments. Can Jay-jay survive the madness of Section E, or will she win over their hearts instead?",Ang Mutya ng Section E
"Kally is a musical prodigy trying to juggle being a classical piano virtuoso, a normal 14-year old girl, and having a secret desire to become a world-famous pop-star.",Kally's Mashup
Follow the lives of two very different priests tackling one family’s case of terrifying demonic possession.,The Exorcist
"A bullied woman vows vengeance after her husband cheats with her childhood tormentor. Reborn as a new identity through drastic transformations—even her dominant hand—she infiltrates their lives to orchestrate a brutal, calculated revenge, reigniting a toxic cycle of betrayal.",Replica: Revenge of the Ex-Wife
"After his mother left his father for another man, Ömer’s perception of women was forever damaged, and he considers them unreliable, untrustworthy and even dangerous. The only woman he has time for is his beloved sister Ayse, for whom he would do anything. Ayse herself is a great romantic and wants nothing more than for her brother to be happy and find love for himself. When she falls ill, and with only months to live, Ömer understands that the only way for his sister to die happy is for him to be married",Prisoner of Love
A group of single parents lean on each other to help raise their 7-year-old kids and maintain some kind of personal lives outside of parenthood.,Single Parents
"Kurt Rockhans is a kind-hearted errand boy for a hero’s party, the Flaming Dragon Fang. One day, he's banished from the party and finds out he has the lowest rank in combat. In order to make a living, Kurt picks up various jobs and discovers he has astonishing abilities. Though he doesn't realize it yet, Kurt has SSS-rank skills in anything other than fighting, as he sets off on a new journey.",The Unaware Atelier Meister
The Defenders is a drama about two colorful Las Vegas defense attorneys who go all-in when it comes to representing their clients. Nick and Pete are the local go-to guys with an eclectic client list who are still looking to hit their own jackpot.,The Defenders
"Dreaming of going pro, a young fighter struggles to be seen until an unexpected face-off lands him a shot at the big time — and a ruthless rivalry.",The Cage
Two people whose ages are advanced and who have cut their hopes of love meet in the marriage program. Their lives change.,Papatyam
"Five people, strangers to each other, are in the wrong place at the wrong time. They witness a murder and from then on an endless tangle of adventures begins for them. Dalia, Zoumboulia, Spyros, Fotis, Angela... unite in a group, draw strength from each other and aim to deliver justice in an old and dark case... Through dangers and upheavals they will manage to reach in the truth of the case but also their own, personal truth.",In the Nick of Time
"Tsubomi Hanasaki is a girl in the second grade of middle school who likes flowers and plants. One day she experiences a weird dream. In that dream, a large blooming tree appears. Suddenly, it loses all of its flowers and 2 fairies appear. A few days later after Tsubomi has transferred to Myoudou Academy, suddenly the fairies from the dream appear before her and plead to Tsubomi to become the legendary warrior Pretty Cure, and protect the Heart Tree. However, Tsubomi declines as she doesn't think that she would be able to do that. However, a mysterious enemy suddenly strikes and steals the Heart Flower of her classmate, Erika Kurumi. Now she doesn't have a choice. To retrieve Erika's Heart Flower, she has to transform into a Pretty Cure and fight. Working up the courage, Tsubomi turns into Cure Blossom and a new chapter of Pretty Cure begins!",HeartCatch PreCure!
"Victor, Sofia, and Ada are three adolescents evolving in very different worlds: between a medical student unaware of the risks he poses to his faculty friend, a high school student torn by social determinism, and a schoolgirl from a deserted rural area and victim of child crime on the internet, the series paints the portraits of three young adults confronted with the problem of cyberharassment.",Nudes
"Suddenly summoned to a fantasy world and betrothed to the princess, Kazuya Souma is crowned the new king. Unlike the royalty before him, he won’t be using swords and magic to rule; will administrative reform really get this kingdom back on track?",How a Realist Hero Rebuilt the Kingdom
Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.,The Cuphead Show!
"When Nian Chi was a young child, his elder sister was kidnapped in front of him, while he could do nothing but watch, a thing that has tormented him for all these years. Now 10 years later, he's dead set on going to rescue his sister, and sets out.",Shalen
Live action series for pre-school children based around the small island community of Balamory in Scotland.,Balamory
"In the near future, in a world born of human imagination, what humans would call ghosts or monsters appear, and they come to be called ""phantoms."" Haruhiko Ichijō, is a first year at Hosea Academy along with his upperclassman Mai Kawakami, who fights phantoms with the ability ""Spirit of Five Elements,"" Reina Izumi, who has the ability ""Phantom Eater,"" and Koito Minase, who fights phantoms in solitude. They experience the ups and downs of high school life before a certain incident leads them to the truth of this world.",Myriad Colors Phantom World
"April, an aspiring journalist, is balancing her ambitious career with her family and a new office romance. In an unexpected twist of fate, April learns that she has leukemia.",Chasing Life
"The ambitious success stories of 6 people surrounding Prince Lee Bang Won, and the ideological and political conflict between Prince Lee Bang Won and Jung Do Jeon, the man instrumental in helping King Taejo establish the fledgling Joseon nation.",Six Flying Dragons
"Climbing a deadly tower, Oscar seeks the power of its master, the Witch of the Azure Moon. He hopes her incredible magic can break a curse that will kill any woman he takes for a wife. However, when the prince sees how beautiful Tinasha is, he has a better idea—since she's surely strong enough to survive his curse, she should just marry him instead! Tinasha isn't keen on the idea but agrees to live with Oscar in the royal castle for a year while researching the spell placed on the prince. The witch's pretty face hides several lifetimes of dark secrets, however—secrets that begin resurfacing.",Unnamed Memory
A Tokyo business man returns to his home country of Mexico where he must battle rivals to replace his grandfather as the head of a cartel.,El Dragón: Return of a Warrior
"The Deputy is an American western series that aired on NBC from September 1959, to July 1961. The series stars Henry Fonda as Chief Marshal Simon Fry of the Arizona Territory and Allen Case as Deputy Clay McCord, a storekeeper who tried to avoid using a gun.",The Deputy
"When her life comes to an abrupt end, George discovers that death is nothing like she thought it would be. Recruited to collect the souls of others as they die, she suddenly finds herself an unwilling participant in a line of work she never knew existed: Grim Reaping!",Dead Like Me
"Year Seven of the Kowa Period, in the former Hokkaido Block, live brothers known as the Nameless Mercenaries. The Emperor, Callis al Britannia, tries to plunge the world into chaos with the help of his servant, Norland, and his Einberg Knights. Rozé and Ash take action from the Northern lands.",Code Geass: Rozé of the Recapture
"Reality-show talent contest aimed to find the country's next solo singing sensation, putting a selection of hopefuls through their paces by getting them to sing a variety of cover versions of popular songs, with tutoring from various professionals.",Operación triunfo
A conspiracy thriller about one of the best known but least understood crimes in history. This is the astonishing story of the hunt for John Wilkes Booth in the aftermath of Abraham Lincoln's assassination—as the fate of the country hangs in the balance.,Manhunt
"One victim, found dead on a London street. Four detectives, in four different time periods, must solve the mystery to protect Britain's future.",Bodies
"Adapted from the novel The Seven Relics of ill Omen by Weiyu. In ancient times, a mysterious substance descended upon Fengzi Ridge. Capable of parasitic invasion, it twists the human heart and lures its host into evil. Now, these relics of ill omen have reemerged, unleashing a series of bizarre and gruesome murders. Five ordinary yet passionate young people—Mu Dai, Luo Ren, Thirteen-Thousand, Yan Hongsha, and Cao Yanhua—are successively drawn into this crisis through their own fateful encounters. They form the ""Phoenix Squad"" and embark on a perilous quest to subdue these ill omens. Amid life-and-death trials, Luo Ren and Mu Dai heal each other's wounds and forge a genuine bond. Through a long and arduous journey fraught with danger, the five overcome relentless challenges, their friendship tempered and deepened in the fires of adversity.",The Seven Relics of ill Omen
"Five couples at a critical moment in their relationship search for the answer to the big question: Are they made for each other? The participants will live apart but they will not be alone. They will live with ten single men and ten single women who want to find love. When this experience is over, they will have to decide how they want to return home: with their partner, alone or with their new love.",La Isla de las Tentaciones
"Min Youtan remembers every past life. Dongbaek doesn’t. To break a curse, Youtan must make him fall in love—again.",The Director Who Buys Me Dinner
"The adventures of the noble, generous, intelligent and good-at-everything I.M. Weasel, who must compete once again with his arch-enemy, the bumbling, brainless and utterly talentless I.R. Baboon.",I Am Weasel
"Born in September of 1995, Momone Nagaura lived with her parents, grandfather, and sister in Kesennuma City, Miyagi Prefecture.

After failing her college entrance exams, she went to live in Tome City with an acquaintance of her grandfather's.

Momone's life changes when she meets a popular weather forecaster from Tokyo, who teaches her how weather forecasts can predict the future. She decides to study to become a weather forecaster.","Welcome Home, Mone"
"A very-recognizable audience of Disney animated characters gather into the House of Mouse nightclub to enjoy musical guests, cartoon shorts and Master of Ceremonies Mickey Mouse's comical introductions from the stage.",Disney's House of Mouse
"After a nervous breakdown derailed Jocelyn's last tour, she’s determined to claim her rightful status as the greatest and sexiest pop star in America. Her passions are reignited by Tedros, a nightclub impresario with a sordid past. Will her romantic awakening take her to glorious new heights or the deepest and darkest depths of her soul?",The Idol
,LAB
,PORNO!
,Camping paradis
"Randy Cunningham: 9th Grade Ninja is an American animated television series created by Jed Elinoff and Scott Thomas for Disney XD. It is produced by Titmouse, Inc. and Boulder Media Limited. Many of the character designs were supplied by Jhonen Vasquez, the creator of Invader Zim. The series premiered on September 17, 2012.",Randy Cunningham: 9th Grade Ninja
"Yashimmanman is a South Korean talk show. Citizens were surveyed about various questions, and celebrity guests had to guess the public's top answers to the questions, sparking much discussion.",Ya Shim Man Man
"The Alan Titchmarsh Show is a British daytime chat show presented by Alan Titchmarsh. It was first broadcast on ITV on 3 September 2007 and currently airs on weekday afternoons. The show's main focus is the ""Best of British"" theme with many of the shows' segments focusing on fashion, health, nature, cookery and animals.",The Alan Titchmarsh Show
,Flashback
"Yuzu, a high school gyaru who hasn't experienced her first love yet, transfers to an all-girls school after her mother remarries. She's beyond upset that she can't land a boyfriend at her new school. Then, on her first day, she meets the beautiful black-haired student council president Mei in the worst way possible. What's more, she later finds out that Mei is her new step-sister, and they'll be living under the same roof! And so the love affair between two polar opposite high school girls who find themselves drawn to one another begins!",Citrus
"Each episode of this series tells the story of a famous fairy tale from all around the world. Some of them are adapted from famous books such as ""The Iliad"".",World Famous Fairy Tales
"Morelia is Mexican telenovela which starred Alpha Acosta, Arturo Peniche and Cecilia Bolocco. It was the first Mexican soap opera filmed in the city of Miami, it was produced and broadcast on Televisa in 1995–1996, Univision in 1996 and 2000–2001, Galavisión in 1998, and TeleFutura in 2003–2004. It is a remake of La Zulianita with Lupita Ferrer and José Bardina.",Morelia
"Kogarashi has the ability to see supernatural, and has been possessed by ghosts since he was a kid but now he has learned to fight back against them! Unfortunately, he's now also very poor, homeless, and hoping for a happier, more normal, high school life. In his search for housing, he's introduced to a very cheap boarding house called Yuragi Manor, which was formerly a hot springs inn. It's so cheap because the house is haunted by the spirit of a high school student whose corpse was found there.

Kogarashi doesn't think this is going to be a problem for him. Soon he finds that Yuragi Manor's ghost is a 16-year-old girl named Yuna, who lives in his room. Kogarashi has no desire to hurt a ghost girl, and instead he ends up agreeing to help her to figure out her unfinished business so that she can move onto the afterlife before turning evil. Once it is clear that he is fine with Yuna, the other tenants reveal their own secrets—his life in Yuragi Manor is going to be far from ordinary!",Yuuna and the Haunted Hot Springs
"A reinvention of the beloved 90s cartoon, Rugrats follows a group of adventurous babies as they discover the big world around them. Lead by Tommy Pickles, this toddler crew explores the world from their pint-sized and wildly imaginative perspective.",Rugrats
"For decades, the Galactic Empire has been locked in an interstellar war with the Free Planets Alliance, a conflict that involves thousands of spaceships and millions of soldiers on both sides. Two new commanders enter the conflict with great hopes: Imperial Admiral Reinhard von Lohengramm and the FPA's Yang Wen-Li. As they deal with superiors and subordinates, maneuver through complicated political arrangements, plot strategies, and win battles, each will be tested, and ultimately, changed, by the reality of war.",Legend of the Galactic Heroes
Take a nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighbourhood in Seoul.,Reply 1988
Each episode of Hoarders is a fascinating look inside the lives of two different people whose inability to part with their belongings is so out of control that they are on the verge of a personal crisis.,Hoarders
"The story of Phoenician princess Jezebel, an idol worshipper who marries King Ahab and uses her beauty and wickedness to try to impose on the Israelite people the worship of her pagan gods.",Jezabel
"The Jerry Springer Show is a syndicated television tabloid talk show hosted by Jerry Springer, a former politician, broadcast in the United States and other countries. It is videotaped at the Stamford Media Center in Stamford, Connecticut and is distributed by NBC Universal Television Distribution, although it is not currently broadcast on any NBC-owned stations.",The Jerry Springer Show
Recently stationed Air Self-Defense Force rookie Hisone Amakasu is chosen by a dragon concealed within Gifu Air Base to be his pilot.,DRAGON PILOT: Hisone and Masotan
"Screechers Wild is a Chinese-American animated series, produced by Alpha Group in coproduction with Man of Action and Wexworks Media. As of now, it consists of one season and one web series. It was first broadcasted in China on March 14, 2016, and on the United States on June 15, 2018.",Screechers Wild!
"The adventures of professional transporter Frank Martin, who can always be counted on to get the job done—discreetly. Operating in a seedy underworld of dangerous criminals and desperate players, his three rules are: Never change the deal, no names, and never open the package. Occasionally, complications arise and rules get broken.",Transporter: The Series
"Depicts the story of Baek Seol Hui, a single mother who runs a snack bar and raises her daughter alone, confronting a chaebol family for her daughter's revenge.",A Woman Who Swallowed the Sun
"Flikken Rotterdam takes place in Rotterdam, and is after Flikken Maastricht the second Dutch spin-off of the Flemish show Flikken.",Flikken Rotterdam
"The arrival of a charismatic young priest brings glorious miracles, ominous mysteries and renewed religious fervor to a dying town desperate to believe.",Midnight Mass
Capri is an Italian TV series produced by Rai Fiction.,Capri
,Domenica In
"A professional comedy talk show competition program, the program invites outstanding stand-up artists at home and abroad to share happiness, convey a positive attitude to life and comedy spirit.",Stand-up Comedy
"To exact vengeance, a young woman infiltrates the household of an influential family as a housemaid to expose their dirty secrets. However, love will get in the way of her revenge plot.",Dirty Linen
"Zain, a charming brat, and Aaliya, a cultured and pretty girl, have been rival cousins since childhood. Eventually, when they grow up and meet each other after several years, Aaliya mistakens Zain for Zeeshan, her fiancé. This creates a series of misunderstandings and finally Zain and Aaliya are forced into a marriage. Zain wants to get rid of her as he never wanted get married and only wanted to have girlfriends.",Beintehaa
"A masked figure known as ""The Curious"" collects tales of dark magic, otherworldly encounters and twisted technology in this kids anthology series.",Creeped Out
A former taekwondo champion and an information desk worker aspire to chase their dreams in a world that isn't kind to those with mediocre credentials.,Fight For My Way
,Game One
,The story of the day when the tail was bitten
"Achikochi Audrey is a variety show lead by the comedic duo Audrey. Every week, different guests are invited to the show to consult with Audrey on whatever troubles they have been facing recently.",Achikochi Audrey
,Wortwechsel
"Some guys have no luck; he’s got no pulse. That’s life for poor unfortunate, undead Ayumu. First, he was murdered by a serial killer. Total bummer. Then he was resurrected as a zombie by a cute little Necromancer. That seemed pretty cool until she moved into his house, refused to speak, and forced his rotting carcass to do all the cooking. After that, a magical girl in a pretty pink dress used her matching chainsaw to chop his corpse in half. Luckily, the Necromancer’s powers of resurrection trumped those of the chainsaw chick, so instead of dying (again), Ayumu became the world’s first magical girl zombie. There’s also a voluptuous vampire ninja who thinks zombie boy’s a pervert – and a hideous crayfish demon who wants to devour him. Confused? All you gotta know is this: zombies, frilly dresses, demons, and moe chainsaws. Pink. It’s the new dead.",Is This a Zombie?
"Acapulco H.E.A.T. is a 1993 syndicated television series that followed the Hemisphere Emergency Action Team [H.E.A.T.], a group of top-secret agents based in Acapulco, Mexico and recruited by C-5, a secret government coalition, to fight terrorism and international crime. The team kept a low profile, by acting as models and photographers who represented a Beach Fashion enterprise.",Acapulco H.E.A.T.
"The alien girl Chai Xiaoqi tells the story of Fang Xiaoqi, the overbearing president of the alien girl who died from the ""Cape Town Planet"", who was suffering from the ""rainy weather heterosexual amnesia"". A high-energy hilarious and romantic cross-star love story. The female host Chai Xiaoqi is not only an alien, but also a true-handed witch. Once she inhales the hormones emitted by the males in the earth, she will fall into the ""flowery state"" and suffer from various diseases. The fun and ridiculously ridiculous romance will restore the singularity of the girl in the perfection of the girl. In order to survive on the human earth, Chai Xiaoqi will use his various super powers to solve one accident after another, like a roller coaster. The ups and downs will make the audience hooked. The male lord is cold and is an alternative overbearing president.",My Girlfriend is an Alien
"Ning Yi, a determined woman from a cold background, grows through poetry, business, and martial arts, taking on increasing responsibilities and, with the help of her friends and family, using courage and wisdom to protect Lin An.",My Heroic Husband
A dad finds out that parenting is harder than he thought after his wife goes back to work and he's left at home to take care of the kids.,Man with a Plan
"Due to government shuffle during the reign of Wu Zetian, the ambitious Di Renjie was relegated to a remote town in the east. Di showed extraordinary talent in case-solving, but as he probed further, more and more secrets were revealed. He embarked on a nationwide journey and solved many mysterious cases. In the end, he returned to Chang'an and reunited with his father. Together, they tackled a crisis that threatened peace and order.",Judge Dee's Mystery
,Mars Intelligence Agency
,Nord Nord Mord
Six sisters of an upper-class Spanish family experience difficulties in taking over the family's fabrics business after their father's death in 1913.,Six Sisters
,Singing With Legends
"After a night of partying with a female stranger, a man wakes up to find her stabbed to death and is charged with her murder.",The Night Of
"Dr. Mary Harris, a single mother and emergency doctor by day, also moonlights as an underground angel of death - helping terminally ill patients who want to die and slip away on their own terms. So far Mary has managed to stay under the radar; but business is booming, and her double life is getting complicated. When her world starts to unravel, Mary realizes she's going to have to fight dirty if she's going to stay in the killing game.",Mary Kills People
"Inside a national weather service, love proves just as difficult to predict as rain or shine for a diligent forecaster and her free-spirited co-worker.",Forecasting Love and Weather
"Underage tells the story of how the Serrano sisters, namely Celine, Carrie, and Chynna are forced to face adulthood too soon by going through various emotional mishaps with their family, after a malicious video involving the three of them went viral online.",Underage
,Leruaite
,Occasional Wife
"In a brewing war between the gods of Olympus and the titans, Heron, a commoner living on the outskirts of ancient Greece, becomes mankind's best hope of surviving an evil demon army, when he discovers the secrets of his past.",Blood of Zeus
"The series surrounds the damaged relationship between a saxophonist and a woman who falls in love for a former boyfriend, whom she had left to marry him.",Mulheres Apaixonadas
"Ciao Darwin is a variety game show format from Italy sold under licence to several countries, including Romania, Hungary, Poland, Serbia, Canada, USA, China and Greece.

There are two competing teams of about 50 people each, usually made up of people who fit certain opposing stereotypes. In each game two members of the audience are selected at random, one from each team, indicated by a light in front of them which remains illuminated when all the other team members' lights have gone off.

The games involve contestants competing in acts of bravery, style and talent, some of which are designed to humiliate the contestants, especially an assault course which was introduced with the Italian version in 2010, and the Finale which is a water tank game.",Ciao Darwin
Three girls in high school made a prank on the fourth girl and caused her to be expelled from the high school with her teacher. After 20 years they got together in a high society environment.,Stiletto Vendetta
"Bura Tamori (ブラタモリ, sometimes stylized as ""BURATAMORI"")）is a Japanese weekly geological TV series broadcast domestically on NHK General Television and internationally on NHK World Premium hosted by Tamori. It was launched in 2008. In the program, Tamori, accompanied by NHK's female broadcaster, strolls Japan's city or area with professional or amateur geologists, local historians or curators, and explores the place's terrain features and geological changes, as well as its history, culture and civil engineering.",Bura Tamori
The show is about 6 students living together  in a student house.,W817
"Victor is a new student at Creekwood High School on his own journey of self-discovery, facing challenges at home, adjusting to a new city, and struggling with his sexual orientation. When it all seems too much, he reaches out to Simon to help him navigate the ups and downs of high school.","Love, Victor"
,David
"Rein is a Beast Tamer who fights alongside heroes to bring down the Demon King. But one day his comrades declare him useless and kick him out of the party, after which he decides to start a carefree life as an adventurer. During the test he must pass to become an adventurer, he runs into a girl named Kanade who is being attacked by a monster. Rein risks his life to make sure she can escape, but then she brings down the monster in one hit. It turns out that Kanade is from the inordinately powerful tribe of cat people, one of the strongest species! She becomes attracted to his combination of talent and gentle nature and asks: ""Would you try to tame me?"" Rein forms a contract with the strongest cat-eared girl and starts his new life as an adventurer. The heroes who kicked him out of the party, as well as other stronger species, take notice of his power.",Beast Tamer
"The telenovela revolves around Leonel Carranza (Fernando Colunga), a man who lives in Villa Escarlata and owns the Montoro estate. His routine changes completely when his wife and best friend disappear together, leaving him so angry and disillusioned that he thinks they're dead, which could have serious consequences for him in the future.",Amanecer
"Centred on the cases of P. D. James' gentleman detective Adam Dalgliesh.  In addition to his career as a policeman, Dalgliesh is also a published poet and an intensely private man.",Dalgliesh
"Public Eye is a British television series that ran from 1965 to 1975. It was produced by ABC Television for three series, and Thames Television for a further four series. The series depicted the investigations and cases handled by the unglamorous enquiry agent Frank Marker, an unmarried loner who is in his early forties when the series begins. In the words of an ABC trailer for the third series: ""Marker isn't a glamorous detective and he doesn't get glamorous cases—he doesn't even get glamorous girls. What he does get is people who are in trouble—the sort of trouble you can't go to the police about, even if you are innocent.""",Public Eye
"A seemingly perfect interracial first family becomes the White House's newest residents. But behind closed doors they unleash a torrent of lies, cheating and corruption.",Tyler Perry's The Oval
,Akte
"Archie MacDonald, a young restaurateur is called back to his childhood home of Glenbogle where he is told he is the new Laird of Glenbogle.",Monarch of the Glen
"When the disappearance of a young girl grips the city of Baltimore in 1966, the lives of two women converge on a fatal collision course.",Lady in the Lake
"Sancar has always & Nare has always yearned for love. When they meet and fall in love as children, they know they are meant to be; they just have to wait to be old enough to marry. On the night of their wedding, a startling revelation by Nare forever changes their lives and puts their love on hold until the night of another wedding many years later.",The Ambassador's Daughter
"Thrust into a high-stakes chase around the world, fearless adventurer Lara Croft confronts her traumatic past while unraveling an ancient mystery.",Tomb Raider: The Legend of Lara Croft
"When a couple of wives discover that their husband's hearts are with other women, they decide to form their own First Wives Club and take matters into their own hands!",First Wives' Club
The slime created by the boy Kotarou can transform into a super beautiful girl! Kotarou is constantly getting pushed around by Puniru's freewheeling antics. It's a joyful and exciting life every day!,Puniru Is a Kawaii Slime
"Jodha Akbar is an epic drama about a sixteenth century story of the political marriage of convenience between a Mughal emperor Abu'l-Fath Jalal ud-din Muhammad Akbar and a Rajput princess Jodha Bai. The show focuses on how their political marriage brings love between them to an extent that it changed the fate of India. This period drama also portrays the wars of that time along with the relations between the Mughals and the Rajputs. The drama also focuses on the functioning of the queens, the courts, courtesans, the ministers and their influence on the love story of Jalal ud-din Muhammad Akbar and Jodha Bai. The show also highlights on how Mughal emperor Jalal ud-din Muhammad acquires the title of Akbar from the people.",Jodha & Akbar
"Made in Hollywood is a talk show hosted by Kylie Erica Mar and Julie L. Harkness airing in syndication since September 30, 2005. The series is currently in its seventh season. The series is filmed in two studios in Los Angeles, California and New York City. Made in Hollywood also airs a spinoff series, Made in Hollywood: Teen Edition.",Made in Hollywood
"The Texan was a Western television series starring popular B movie actor Rory Calhoun, which aired on the CBS television network from 1958 to 1960.",The Texan
"The Detectives is an American crime drama series which ran on ABC during its first two seasons, and on NBC during its third and final season. The series, starring motion picture star Robert Taylor, was produced by Four Star Television. Captain Matt Holbrook (Robert Taylor) is head of the detective division of a large metropolitan police force—a man whose devotion to duty, professional brilliance, and quick judgment are reflected in his 20-year career on the force. His aides, Lt. Johnny Russo (Tige Andrews), Lt. Otto Lindstrom (Russ Thorson), and Sgt. Chris Ballard (Mark Goddard) form a team that is both proficient and warmly human. The stories stress the interrelationships between the men as well as the solutions to crimes and the apprehension of criminals, adding a dimension of human drama to the excitement, action, and suspense inherent in each story of the detectives' difficult, sometimes thankless, and frequently dangerous assignments.",The Detectives
"Because of the legend left by Tatsuya Uesugi, Meisei Academy High School was well-known for their strong baseball team. But 26 years after their glory, the team has not been able to keep their record and has since lost their fame.

Two stepbrothers, Souichirou and Touma Tachibana, aim to revive of the once-strong Meisei Academy baseball team and enter the National High School Baseball Championship.

Souichirou and Touma are second years in Meisei Academy Middle School. Both boys are talented baseball players. Souichirou has shown excellent skill as a catcher and batter. Though having an extraordinary skill as a pitcher, Touma no longer pitches due to a certain reason.

Once the two enter high school, they pair as a battery and aim to enter the National High School Baseball Championship!",Mix: Meisei Story
,Maricucha
"In Animal Town where humans and animals live together, Iroha who loves animals is very close to her dog Komugi! One day, a mysterious creature called a GaruGaru goes berserk in her city. In order to protect Iroha, Komugi transforms into a human and even a Pretty Cure…!? We have to protect such berserk animals! Let's join forces and return the animals to the Niko Garden!",Wonderful Precure!
